,Blind_Assessment,Origin
1823,"fruit-toned, chocolaty-rich. boysenberry, dark chocolate, laffy taffy, pu’er tea, mandarinquat in aroma and small cup. plush, creamy mouthfeel; crisply chocolaty and citrusy finish. in three parts milk, this coffee blooms and expands.",ethiopia
1824,"crisply sweet, fruit-toned. date, baking chocolate, cashew, orange zest, cedar in aroma and cup. sweet-toned structure with brisk acidity; satiny-smooth mouthfeel. nut- and cocoa-toned finish.",brazil
1825,"elegantly fruit-toned, crisp and bright. strawberry guava, cocoa nib, lilac, pistachio, lemon thyme in aroma and cup. richly sweet-tart structure with juicy acidity; viscous, satiny mouthfeel. berry-toned finish supported by cocoa nib.",hawaii
1826,"crisply sweet, balanced, rich. caramel, baking chocolate, orange bitters, hazelnut butter, pie cherry in aroma and cup. bright, juicy acidity; crisp, satiny mouthfeel. the finish consolidates to notes of creamy hazelnut and orange",guinea
1827,"evaluated as espresso. deeply sweet, richly earth-toned and chocolaty. blueberry coulis, dark chocolate, pipe tobacco, cedar, magnolia in aroma and small cup. crisply viscous mouthfeel; fruit-driven finish with dark chocolate undertones. in three parts milk, fruit and chocolate notes mingle with earthy-sweet pipe tobacco and cedar.",indonesia
1828,"evaluated as espresso. delicately fruit-toned, floral and lively. lilac, dried bing cherry, sandalwood, macadamia nut, wild honey in aroma and small cup. full, syrupy mouthfeel; delicate, long finish. lilac and bing cherry notes deepen in three parts milk, balanced by creamy macadamia nut and wild honey; hints of sandalwood hover in the background.",costarica
1829,"elegantly sweet, floral-toned. lilac, almond, pink peppercorn, apricot, nougat in aroma and cup. balanced, sweetly tart structure with juicy acidity; syrupy, viscous mouthfeel. the finish consolidates to notes of sweet almond and pink peppercorn.",ethiopia
1830,"deeply fruit-toned, richly chocolaty. dried apricot, dark chocolate, narcissus, cedar, almond in aroma and cup in aroma and cup. sweetly tart structure with brisk acidity; full, syrupy mouthfeel. the crisp finish consolidates to notes of dried apricot, dark chocolate and cedar.",ethiopia
1831,"sweetly nut-toned, richly bittersweet. almond toffee, sarsparilla, lemon verbena, cane sugar, cedar in aroma and cup. brisk acidity; crisp, satiny mouthfeel. finish consolidates to notes of cedar and lemon verbena.",philippines
1832,"cocoa-toned, gently tart. pomegranate, cocoa powder, almond, narcissus, molasses in aroma and cup. sweet-tart structure with brisk acidity; satiny mouthfeel. the finish consolidates to notes of cocoa powder and molasses.",mexico
1833,"evaluated as espresso produced as a “ristretto” 25ml (.85-ounce) shot using a nespresso capsule espresso brewer with whole milk heated using a conventional steam wand. delicately sweet, citrus-toned. tangerine zest, cocoa nib, jasmine, almond, cherry blossom in aroma and small cup. crisp, silky mouthfeel; cocoa-toned, citrusy finish. in three parts milk, cocoa notes move forward while tangerine falls back to a supporting role.",ethiopia
1834,"evaluated as espresso. sweet-toned, chocolaty and floral. dark chocolate, pomegranate, freesia-like flowers, cedar, caramel in aroma and cup. satiny-smooth mouthfeel; chocolaty, caramel-toned finish. in three parts milk, dessert-like in its chocolaty sweetness and floral undertones.",costarica
1835,"crisply sweet, quietly resonant. wisteria, apricot, pistachio, molasses, oak in aroma and cup. sweetly tart, savory-edged structure with round acidity; full, syrupy mouthfeel. the persistent finish consolidates to notes of molasses and pistachio.",guatemala
1836,"balanced, crisply fruity. black cherry, pink grapefruit zest, hazelnut, agave syrup, narcissus in aroma and cup. sweet-toned structure with round acidity; full, syrupy mouthfeel. delicately fruit-toned finish supported by hazelnut and narcissus.",costarica
1837,"crisply sweet-savory, spice-toned. baking chocolate, black cherry, freesia, lemongrass, fresh-cut fir in aroma and cup. sweetly savory structure with gentle acidity; velvety-smooth mouthfeel. the resonant finish consolidates to notes of crisp chocolate and lemongrass.",ethiopia
1838,"floral-driven, deep-toned. lavender, dark chocolate, bing cherry, amber, tangerine zest in aroma and cup. sweetly tart structure with balanced, juicy acidity; plush, satiny mouthfeel. resonant finish with notes of lavender and dark chocolate.",ecuador
1839,"crisply sweet, balanced. plum, orange zest, almond butter, freesia-like flowers, cedar in aroma and cup. sweet structure with brisk acidity; very smooth, syrupy mouthfeel. the finish consolidates to notes of rich almond butter and orange zest, with cedar undertones.",congo
1840,"crisp, sweet, delicately cocoa-toned. blood orange, cocoa, macadamia nut, honeysuckle, grape in aroma and cup. deep and rather bittersweet in structure, with low-toned but vibrant acidity. lightly syrupy, deeply satiny mouthfeel. dries out a bit in the finish, but a cocoa-toned sweetness lasts.",brazil
1841,"sweetly tart, richly savory. star jasmine, pink grapefruit zest, ripe blackberry, cocoa nib, toffee in aroma and cup. brightly tart-savory, complex structure with juicy acidity; plush, very syrupy mouthfeel. star jasmine and blackberry notes lead in the long, resonant finish.",kenya
1842,"rich-toned, chocolaty, fruit-centered. chocolate fudge, persimmon, magnolia, oak, molasses in aroma and cup. sweet savory structure with balanced, vibrant acidity; very full, syrupy mouthfeel. the finish consolidates to notes of chocolate fudge and magnolia with undertones of oak.",panama
1843,"delicately fruit-toned. guava, ginger blossom, cocoa nib, cedar, agave syrup in aroma and cup. sweet-toned structure with juicy acidity; crisp, satiny mouthfeel. cocoa-toned finish, supported by notes of cedar and agave.",colombia
1844,"elegant, gently fruit-forward. black cherry, lychee, almond, marjoram, cedar in aroma and cup. sweetly tart with high-toned acidity; plush, syrupy mouthfeel. the resonant finish is centered around notes of lychee and almond.",colombia
1845,"intensely aromatic, richly sweet-savory, deeply floral. concord grape, lilac, dark chocolate, shiitake mushroom, fresh-cut cedar in aroma and cup. sweet-savory structure with juicy-bright acidity; plush, syrupy mouthfeel. resonant, long, flavor-laden finish.",ethiopia
1846,"resonantly floral, fruit-driven. narcissus, pomegranate, amber, dark chocolate in aroma and cup. sweetly tart structure with gently bright, fruity acidity; lively, viscous mouthfeel. the rich, concentrated finish centers around notes of pomegranate and dark chocolate with lush undertones of amber.",colombia
1847,"rich, fruity, energetic. raspberry sorbet, lychee, cocoa nib, tangerine zest, marjoram in aroma and cup. sweetly tart with juicy acidity; crisp, satiny mouthfeel. raspberry and tangerine notes predominate in the long finish.",ethiopia
1848,"crisply sweet, nut-toned. nutella, peach, lime zest, cedar, magnolia in aroma and cup. sweet structure with gentle, round acidity; velvety-smooth mouthfeel. gently drying, very sweet nut-toned finish.",guatemala
1849,"evaluated as espresso. sweetly nut-toned, caramelly. dark caramel, almond, pomegranate, cedar, thyme in aroma and small cup. crisply satiny mouthfeel; caramel- and nut-toned finish. in three parts milk, sweetness is amplified, juxtaposed with a tart pomegranate note.",peru
1850,"multi-layered, deep-toned. dark chocolate, blackberry marjoram, praline, cedar in aroma and cup. richly bittersweet with brisk acidity; plush, syrupy mouthfeel. the balanced finish centers around blackberry and chocolate notes.",peru
1851,"crisply sweet, gently herbaceous. cocoa powder, date, walnut, lemon verbena, fresh-cut fir. sweetly brisk acidity; satiny-smooth mouthfeel. crisp, bittersweet, wood-framed finish.",sumatra
1852,"complex, nuanced, high-toned. wild raspberry, honeysuckle, cocoa nib, tangerine zest, honey in aroma and cup. sweetly tart with juicy-bright acidity; full, satiny-smooth mouthfeel. the inviting finish leads with notes of cocoa nib and honey.",colombia
1853,"richly fruit- and floral-toned. raspberry, honeysuckle, praline, marjoram, oak in aroma and cup. sweet-tart structure with crisp, citrusy acidity; viscous, syrupy mouthfeel. the rich-toned finish consolidates to notes of praline and fresh-cut oak.",costarica
1854,"chocolaty-sweet. dark chocolate, magnolia, almond butter, mandarin zest, date in aroma and cup. gentle, round acidity; plush, syrupy mouthfeel. chocolaty, nut-toned finish.",peru
1855,"deeply lactic-sweet, rich-toned. bubblegum, rhododendron, cocoa nib, fresh leather, grape candy in aroma and cup. richly bittersweet structure with tangy, lactic acidity; delicate, lightly syrupy mouthfeel. the sweet, long finish consolidates to notes of bubblegum and cocoa nib with undertones of rhododendron.",nicaragua
1856,"elegantly bright, richly sweet. apricot, bergamot, cocoa nib, sandalwood, star jasmine in aroma and cup. balanced structure with high-toned acidity; silky, viscous mouthfeel. long, lingering finish centers around notes of cocoa nib and apricot, with a shimmer of star jasmine.",panama
1857,"fruit-forward, elegantly bright. lychee, passionfruit, cashew butter, sandalwood, bergamot in aroma and cup. sweetly tart with vibrant acidity; crisp, syrupy mouthfeel. fruit-toned finish with undertones of cashew butter and sandalwood.",hawaii
1858,"evaluated as espresso. crisply chocolaty, sweetly nut-toned. baking chocolate, cashew butter, date, gently scorched cedar, a hint of vanilla in aroma and small cup. velvety mouthfeel; nutty finish with undertones of lightly scorched cedar. smoky aromatic wood notes play well with chocolate in three parts milk.",brazil
1859,"richly bittersweet, citrus-toned. bergamot, dark chocolate, narcissus, cedar, molasses in aroma and cup. bittersweet structure with vibrant acidity; plush, syrupy mouthfeel. the finish centers around notes of dark chocolate and bergamot.",ethiopia
1860,"crisply sweet-tart, deeply aromatic. cocoa powder, date, hazelnut, hop flowers, molasses in aroma and cup. richly bittersweet structure with brisk acidity; viscous, creamy mouthfeel. the finish consolidates to cocoa-toned hazelnut and molasses.",kenya
1861,"evaluated as espresso. deep-toned, sweet-savory. tamarind, dark chocolate, lemon verbena, cedar, narcissus in aroma and small cup. crisply satiny mouthfeel; tart-leaning, chocolaty finish. in three parts milk, nicely balanced between sweet and tart.",tanzania
1862,"delicate, richly aromatic, floral-toned. narcissus, apricot, almond, meyer lemon zest, fresh-cut oak in aroma and cup. sweetly tart structure with juicy-bright acidity; vibrantly silky mouthfeel. the long finish centers around notes of narcissus and almond.",ethiopia
1863,"deep-toned, richly sweet-savory. pomegranate, toffee, shiitake mushroom, dark chocolate, marjoram in aroma and cup. sweetly savory structure with balanced, bright acidity; plush, syrupy mouthfeel. the resonant finish consolidates to notes of pomegranate and dark chocolate with a hint of shiitake mushroom.",salvador
1864,"umami-driven, uniquely composed. green grape, nopales, cashew, elm, brown sugar in aroma and cup. savory-tart structure with bittersweet acidity; crisp, satiny mouthfeel. savory-toned finish with notes of nopales and elm.",rwanda
1865,"high-toned, richly sweet. bing cherry, narcissus, almond butter, lemon verbena, cedar in aroma and cup. sweet-tart structure with bright acidity; crisp, satiny-smooth mouthfeel. the finish leads with notes of cherry and lemon verbena, rounding to rich almond notes in the long.",guatemala
1866,"delicately fruit-toned. raspberry, dark chocolate, narcissus, sandalwood, agave syrup in aroma and cup. sweetly tart with brisk acidity; full, syrupy-smooth mouthfeel. quiet, berry-toned finish supported by rich chocolate notes.",costarica
1867,"sweetly earthy, floral-toned. pipe tobacco, jasmine, pink grapefruit zest, pistachio, plum in aroma and cup. gently tart acidity; crisp, creamy mouthfeel. richly smoky, sweetly nutty finish.",indonesia
1868,"richly sweet, berry-toned. blueberry pie, baking chocolate, lemon-thyme, agave syrup, cedar in aroma and cup. sweet structure with gentle acidity; very full, creamy mouthfeel. richly cedar-framed finish with undertones of crisp chocolate and dried blueberry.",ethiopia
1869,"high-toned, fruit-driven. raspberry jam, cocoa nib, meyer lemon zest, narcissus, a hint of oregano in aroma and cup. sweetly tart structure with bright, juicy acidity; round, plush mouthfeel. the confident finish centers around notes of raspberry and cocoa nib.",colombia
